date,headline,summary,sector,sentiment,emotion,price_change,trading_volume_crore
2025-04-07,Market sentiment shifts on global market trends affecting Technology.,TCS in the Technology sector has seen a rise of 0.89% due to inflation concerns. Market sentiment is Neutral with Optimism prevailing.,Technology,Neutral,Optimism,0.89,204.77
2024-03-30,Tech innovation fuels Infrastructure sector gains.,Simplex Infrastructures in the Infrastructure sector has seen a rise of 5.56% due to monsoon impact on agriculture. Market sentiment is Positive with Optimism prevailing.,Infrastructure,Positive,Optimism,5.56,850.63
2025-04-23,Real Estate sector rallies on better-than-expected quarterly results.,Brigade Enterprises in the Real Estate sector has seen a fall of -0.97% due to supply chain disruptions. Market sentiment is Neutral with Caution prevailing.,Real Estate,Neutral,Caution,-0.97,350.48
2024-02-29,Infrastructure companies see rise after better-than-expected quarterly results.,GMR Infrastructure in the Infrastructure sector has seen a rise of 0.94% due to currency depreciation. Market sentiment is Mixed with Optimism prevailing.,Infrastructure,Mixed,Optimism,0.94,742.19
2024-03-08,"Investors await regulatory changes, Infrastructure stocks volatile.",GMR Infrastructure in the Infrastructure sector has seen a fall of -0.85% due to merger and acquisition rumors. Market sentiment is Neutral with Uncertainty prevailing.,Infrastructure,Neutral,Uncertainty,-0.85,733.44
2025-04-13,"Global trends influence Automobile sector, stocks rise.",Maruti Suzuki in the Automobile sector has seen a rise of 0.11% due to rising crude oil prices. Market sentiment is Neutral with Caution prevailing.,Automobile,Neutral,Caution,0.11,453.7
2024-11-08,Metals stocks face pressure due to technology adoption.,Jindal Steel in the Metals sector has seen a rise of 4.56% due to technology adoption. Market sentiment is Positive with Optimism prevailing.,Metals,Positive,Optimism,4.56,147.09
2024-10-03,Mixed results from FMCG sector after currency fluctuations.,Godrej Consumer in the FMCG sector has seen a rise of 6.2% due to geopolitical tensions. Market sentiment is Positive with Confidence prevailing.,FMCG,Positive,Confidence,6.2,997.2
2024-09-05,"Wipro plans merger, causing Technology rally.",Wipro in the Technology sector has seen a fall of -0.54% due to new product launches. Market sentiment is Negative with Fear prevailing.,Technology,Negative,Fear,-0.54,398.04
2024-11-14,"JSW Steel announces expansion into new markets, impacting Metals stocks.",JSW Steel in the Metals sector has seen a rise of 1.85% due to technology adoption. Market sentiment is Positive with Optimism prevailing.,Metals,Positive,Optimism,1.85,860.17
2025-08-05,"Kotak Mahindra eyes expansion, Banking stocks fall.",Kotak Mahindra in the Banking sector has seen a fall of -0.99% due to infrastructure spending boost. Market sentiment is Negative with Optimism prevailing.,Banking,Negative,Optimism,-0.99,29.96
2024-06-27,Concerns over geopolitical tensions cause Pharma slump.,Divi's Labs in the Pharma sector has seen a fall of -0.77% due to geopolitical tensions. Market sentiment is Negative with Caution prevailing.,Pharma,Negative,Caution,-0.77,839.73
2024-11-16,Weakness in Banking drags market down amid currency fluctuations.,Federal Bank in the Banking sector has seen a rise of 5.91% due to currency fluctuations. Market sentiment is Positive with Confidence prevailing.,Banking,Positive,Confidence,5.91,322.65
2025-05-09,Market sentiment shifts on supply chain disruptions affecting Infrastructure.,NCC in the Infrastructure sector has seen a rise of 5.79% due to government policy reforms. Market sentiment is Positive with Fear prevailing.,Infrastructure,Positive,Fear,5.79,30.82
2024-06-03,Telecom sector performance mixed following rising raw material costs.,Bharti Airtel in the Telecom sector has seen a fall of -3.63% due to new product launches. Market sentiment is Negative with Caution prevailing.,Telecom,Negative,Caution,-3.63,645.52
2024-06-09,"Regulatory changes impact Real Estate sector, stocks fall.",Oberoi Realty in the Real Estate sector has seen a fall of -0.73% due to rising crude oil prices. Market sentiment is Mixed with Optimism prevailing.,Real Estate,Mixed,Optimism,-0.73,999.79
2024-05-02,Mixed results from Energy sector after consumer demand recovery.,Indian Oil in the Energy sector has seen a fall of -0.34% due to government policy reforms. Market sentiment is Neutral with Confidence prevailing.,Energy,Neutral,Confidence,-0.34,118.86
2024-01-05,Market reacts to currency depreciation in Real Estate sector.,DLF in the Real Estate sector has seen a rise of 0.21% due to infrastructure spending boost. Market sentiment is Neutral with Caution prevailing.,Real Estate,Neutral,Caution,0.21,211.23
2024-05-29,Telecom stocks rise following rising crude oil prices.,Vodafone Idea in the Telecom sector has seen a rise of 2.87% due to infrastructure spending boost. Market sentiment is Positive with Optimism prevailing.,Telecom,Positive,Optimism,2.87,429.35
2024-05-22,Infrastructure sector rallies on new product launches.,Adani Ports in the Infrastructure sector has seen a rise of 0.67% due to inflation concerns. Market sentiment is Neutral with Confidence prevailing.,Infrastructure,Neutral,Confidence,0.67,201.86
2025-06-07,Energy outlook positive on strong export data.,GAIL in the Energy sector has seen a rise of 1.94% due to strong export data. Market sentiment is Positive with Caution prevailing.,Energy,Positive,Caution,1.94,841.38
2024-12-27,"Global trends influence Real Estate sector, stocks rise.",Brigade Enterprises in the Real Estate sector has seen a rise of 6.41% due to new product launches. Market sentiment is Positive with Fear prevailing.,Real Estate,Positive,Fear,6.41,171.2
2025-04-10,Earnings beat lifts ONGC and Energy sector.,ONGC in the Energy sector has seen a rise of 3.39% due to interest rate hike. Market sentiment is Positive with Caution prevailing.,Energy,Positive,Caution,3.39,141.42
2024-12-23,Shares of Bosch in Automobile sector rise amid currency depreciation.,Bosch in the Automobile sector has seen a rise of 6.26% due to currency depreciation. Market sentiment is Positive with Confidence prevailing.,Automobile,Positive,Confidence,6.26,541.6
2025-05-13,"Investors await better-than-expected quarterly results, FMCG stocks volatile.",Page Industries in the FMCG sector has seen a rise of 0.4% due to global market trends. Market sentiment is Neutral with Optimism prevailing.,FMCG,Neutral,Optimism,0.4,587.55
2024-01-16,Earnings beat lifts Divi's Labs and Pharma sector.,Divi's Labs in the Pharma sector has seen a rise of 2.67% due to inflation concerns. Market sentiment is Positive with Fear prevailing.,Pharma,Positive,Fear,2.67,372.88
2024-11-01,Market sentiment shifts on new product launches affecting FMCG.,Dabur in the FMCG sector has seen a fall of -0.17% due to inflation concerns. Market sentiment is Neutral with Caution prevailing.,FMCG,Neutral,Caution,-0.17,256.43
2024-01-22,Shares of Kotak Mahindra in Banking sector fall amid infrastructure spending boost.,Kotak Mahindra in the Banking sector has seen a fall of -5.33% due to infrastructure spending boost. Market sentiment is Negative with Optimism prevailing.,Banking,Negative,Optimism,-5.33,472.77
2025-04-20,Technology outlook positive on currency fluctuations.,Mphasis in the Technology sector has seen a fall of -0.18% due to currency fluctuations. Market sentiment is Neutral with Uncertainty prevailing.,Technology,Neutral,Uncertainty,-0.18,905.88
2024-07-01,Mixed results from Banking sector after infrastructure spending boost.,Axis Bank in the Banking sector has seen a fall of -0.1% due to new product launches. Market sentiment is Mixed with Uncertainty prevailing.,Banking,Mixed,Uncertainty,-0.1,129.6
2024-06-02,"Global trends influence Real Estate sector, stocks fall.",Kolte Patil in the Real Estate sector has seen a fall of -5.44% due to interest rate hike. Market sentiment is Negative with Uncertainty prevailing.,Real Estate,Negative,Uncertainty,-5.44,312.34
2025-05-06,Earnings beat lifts Vodafone Idea and Telecom sector.,Vodafone Idea in the Telecom sector has seen a rise of 2.53% due to inflation concerns. Market sentiment is Positive with Fear prevailing.,Telecom,Positive,Fear,2.53,676.73
2025-06-01,"Maruti Suzuki reports mixed results, boosting Automobile sector.",Maruti Suzuki in the Automobile sector has seen a fall of -5.96% due to regulatory changes. Market sentiment is Negative with Confidence prevailing.,Automobile,Negative,Confidence,-5.96,57.38
2024-12-22,"Vodafone Idea faces challenges amid rising crude oil prices, shares rise.",Vodafone Idea in the Telecom sector has seen a rise of 4.84% due to rising crude oil prices. Market sentiment is Positive with Caution prevailing.,Telecom,Positive,Caution,4.84,609.27
2024-01-02,"Simplex Infrastructures faces challenges amid better-than-expected quarterly results, shares rise.",Simplex Infrastructures in the Infrastructure sector has seen a rise of 0.39% due to better-than-expected quarterly results. Market sentiment is Neutral with Fear prevailing.,Infrastructure,Neutral,Fear,0.39,516.75
2025-06-11,"Emami faces challenges amid rising raw material costs, shares rise.",Emami in the FMCG sector has seen a rise of 0.92% due to rising raw material costs. Market sentiment is Neutral with Caution prevailing.,FMCG,Neutral,Caution,0.92,449.23
2025-03-04,Weakness in Pharma drags market down amid tax reforms.,Biocon in the Pharma sector has seen a fall of -0.03% due to tax reforms. Market sentiment is Neutral with Fear prevailing.,Pharma,Neutral,Fear,-0.03,206.31
2024-02-06,Earnings beat lifts Canara Bank and Banking sector.,Canara Bank in the Banking sector has seen a fall of -1.98% due to merger and acquisition rumors. Market sentiment is Negative with Confidence prevailing.,Banking,Negative,Confidence,-1.98,269.95
2024-03-08,Strong demand boosts Automobile sector and Ashok Leyland shares.,Ashok Leyland in the Automobile sector has seen a rise of 2.04% due to geopolitical tensions. Market sentiment is Mixed with Fear prevailing.,Automobile,Mixed,Fear,2.04,45.59
2024-11-30,Telecom companies see rise after rising raw material costs.,Bharti Airtel in the Telecom sector has seen a rise of 3.33% due to merger and acquisition rumors. Market sentiment is Positive with Fear prevailing.,Telecom,Positive,Fear,3.33,799.22
2025-02-17,Positive cues from Real Estate sector as Phoenix Mills rise.,Phoenix Mills in the Real Estate sector has seen a rise of 1.09% due to interest rate hike. Market sentiment is Positive with Confidence prevailing.,Real Estate,Positive,Confidence,1.09,400.11
2024-08-29,Investors optimistic as Energy sector fall on consumer demand recovery.,NTPC in the Energy sector has seen a fall of -0.94% due to consumer demand recovery. Market sentiment is Neutral with Optimism prevailing.,Energy,Neutral,Optimism,-0.94,489.81
2024-01-12,Automobile companies see fall after currency fluctuations.,Escorts in the Automobile sector has seen a fall of -2.81% due to currency fluctuations. Market sentiment is Negative with Confidence prevailing.,Automobile,Negative,Confidence,-2.81,102.1
2024-08-08,Infosys leads Technology gains after government policy reforms.,Infosys in the Technology sector has seen a rise of 6.34% due to rising crude oil prices. Market sentiment is Positive with Optimism prevailing.,Technology,Positive,Optimism,6.34,956.12
2025-08-15,"Global trends influence Pharma sector, stocks rise.",Dr. Reddy's in the Pharma sector has seen a rise of 4.56% due to supply chain disruptions. Market sentiment is Positive with Optimism prevailing.,Pharma,Positive,Optimism,4.56,177.07
2025-06-14,Infrastructure companies see fall after rising crude oil prices.,Ashoka Buildcon in the Infrastructure sector has seen a fall of -6.27% due to infrastructure spending boost. Market sentiment is Negative with Optimism prevailing.,Infrastructure,Negative,Optimism,-6.27,688.4
2025-04-19,"Sadbhav Engineering announces strategic partnership, impacting Infrastructure stocks.",Sadbhav Engineering in the Infrastructure sector has seen a rise of 4.58% due to consumer demand recovery. Market sentiment is Positive with Caution prevailing.,Infrastructure,Positive,Caution,4.58,699.99
2024-07-05,Metals stocks face pressure due to global market trends.,NMDC in the Metals sector has seen a rise of 1.29% due to global market trends. Market sentiment is Positive with Uncertainty prevailing.,Metals,Positive,Uncertainty,1.29,833.23
